;Код ДС;состояние площадки;Площадь;Генпроектировщик;Генподрядчик;Кол-во рабочих;date_report
1037;022-0523;;27225.0;0;0;;2023.04.14
1039;023-0093;Не передана;17000.0;0;0;;2023.04.14
1040;023-0089;Не передана;7500.0;0;0;;2023.04.14
1041;022-0524;Занята;6800.0;0;0;;2023.04.14
1042;022-0528;Занята;12225.0;0;0;;2023.04.14
1043;023-0090;;4000.0;0;0;;2023.04.14
1044;022-0354;Занята;20271.0;0;0;;2023.04.14
1045;022-0176;Не передана;17000.0;4;0;;2023.04.14
1047;022-0172;Свободна, передана;;5;3;;2023.04.14
1048;020-0776;Свободна, не передана;3328.02;6;0;;2023.04.14
1049;022-0171;Свободна, передана;6671.21;1;2;116.0;2023.04.14
1050;022-0517;Занята;7000.0;0;0;;2023.04.14
1053;019-0668;Свободна, передана;2766.4;7;4;77.0;2023.04.14
1054;019-0464;Свободна, передана;11837.18;8;5;80.0;2023.04.14
1056;020-0720;Свободна, передана;20164.69;9;6;213.0;2023.04.14
1057;020-0719;Свободна, передана;5149.6;2;7;40.0;2023.04.14
1058;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.04.14
1059;019-0429;Свободна, передана;11410.0;11;7;115.0;2023.04.14
1060;020-0155;Свободна, не передана;16484.0;8;5;10.0;2023.04.14
1061;019-0428;Свободна, передана;9067.1;12;4;58.0;2023.04.14
1062;020-0684;Занята;2488.6;1;2;;2023.04.14
1063;019-0467;Свободна, передана;11215.0;10;8;15.0;2023.04.14
1064;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.04.14
1066;019-0481;Свободна, передана;15226.0;13;9;223.0;2023.04.14
1067;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.04.14
1068;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.04.14
1070;019-0477;Свободна, передана;3592.7;16;12;60.0;2023.04.14
1071;019-0474;Свободна, передана;11561.12;17;13;146.0;2023.04.14
1072;019-0475;Свободна, передана;12032.12;18;14;312.0;2023.04.14
1073;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.04.14
1074;019-0483;Свободна, передана;16366.63;19;11;458.0;2023.04.14
1075;019-0469;Свободна, передана;9411.0;20;1;195.0;2023.04.14
1076;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.04.14
1077;020-0151;Занята;4080.0;21;15;;2023.04.14
1078;019-0480;Свободна, передана;14919.0;10;8;475.0;2023.04.14
1079;019-0431;Свободна, передана;19433.4;22;16;270.0;2023.04.14
1080;019-0430;Свободна, не передана;16094.4;23;15;;2023.04.14
1081;019-0463;Свободна, передана;5245.4;24;12;18.0;2023.04.14
1082;020-0710;Свободна, передана;8067.83;8;5;147.0;2023.04.14
1083;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.04.14
1085;019-0471;Свободна, передана;11500.0;20;8;290.0;2023.04.14
1086;019-0675;Свободна, передана;8844.0;33;22;143.0;2023.04.14
1087;020-0712;Свободна, передана;6671.21;8;5;50.0;2023.04.14
1088;020-0709;Свободна, не передана;6848.84;27;1;81.0;2023.04.14
1089;021-0050;;;0;0;;2023.04.14
1090;020-0683;Свободна, не передана;7515.86;27;1;35.0;2023.04.14
1091;021-0049;;;0;0;;2023.04.14
1092;021-0781;Свободна, не передана;8226.4;2;0;;2023.04.14
1093;021-0048;Свободна, не передана;10320.0;6;0;;2023.04.14
1095;020-0711;Свободна, передана;7265.0;28;19;36.0;2023.04.14
1096;019-0594;Занята;17488.0;1;2;;2023.04.14
1097;020-0156;Занята;13288.0;21;15;;2023.04.14
1098;020-0149;Свободна, передана;2812.0;8;5;122.0;2023.04.14
1099;019-0676;Свободна, не передана;6291.0;29;20;191.0;2023.04.14
1100;020-0779;Свободна, передана;2992.5;33;22;5.0;2023.04.14
1101;019-0674;Занята;9030.0;6;0;;2023.04.14
1103;019-0589;Занята;3751.1;1;2;;2023.04.14
1105;020-0157;Занята;7243.9;30;7;23.0;2023.04.14
1106;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.04.14
1107;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.04.14
1109;017-0527;Занята;14784.0;8;5;;2023.04.14
1110;017-0520;Свободна, не передана;6367.0;8;5;;2023.04.14
1113;021-0548;Занята;4037.0;32;0;;2023.04.14
1012;022-0043;;;0;0;;2023.04.16
1014;023-0091;;17000.0;0;0;;2023.04.16
1015;022-0629;;;0;1;;2023.04.16
1016;022-0170;Свободна, передана;16402.54;1;2;468.0;2023.04.16
1018;021-0549;Занята;;0;0;;2023.04.16
1019;022-0526;Занята;18100.0;0;0;;2023.04.16
1020;022-0520;Свободна, не передана;27225.0;0;0;;2023.04.16
1021;022-0519;Свободна, не передана;8307.0;6;0;;2023.04.16
1022;022-0515;Занята;5500.0;0;0;;2023.04.16
1024;022-0513;Свободна, не передана;6892.0;0;0;;2023.04.16
1025;022-0527;Не передана;9850.0;34;23;;2023.04.16
1026;022-0522;Не передана;13260.0;0;0;;2023.04.16
1027;022-0518;Занята;6000.0;0;0;;2023.04.16
1028;022-0631;;;0;2;;2023.04.16
1029;023-0092;;4000.0;0;0;;2023.04.16
1030;021-0550;Занята;1977.5;2;0;;2023.04.16
1031;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.04.16
1032;022-0592;;3956.0;3;0;;2023.04.16
1033;022-0525;Не передана;9900.0;0;0;;2023.04.16
1034;023-0135;;;0;0;;2023.04.16
1035;022-0707;;;0;0;;2023.04.16
1036;022-0630;;;0;0;;2023.04.16
1037;022-0523;;27225.0;0;0;;2023.04.16
1039;023-0093;Не передана;17000.0;0;0;;2023.04.16
1040;023-0089;Не передана;7500.0;0;0;;2023.04.16
1041;022-0524;Занята;6800.0;0;0;;2023.04.16
1042;022-0528;Занята;12225.0;0;0;;2023.04.16
1043;023-0090;;4000.0;0;0;;2023.04.16
1044;022-0354;Занята;20271.0;0;0;;2023.04.16
1045;022-0176;Не передана;17000.0;4;0;;2023.04.16
1047;022-0172;Свободна, передана;;5;3;;2023.04.16
1048;020-0776;Свободна, не передана;3328.02;6;0;;2023.04.16
1049;022-0171;Свободна, передана;6671.21;1;2;116.0;2023.04.16
1050;022-0517;Занята;7000.0;0;0;;2023.04.16
1053;019-0668;Свободна, передана;2766.4;7;4;77.0;2023.04.16
1054;019-0464;Свободна, передана;11837.18;8;5;80.0;2023.04.16
1056;020-0720;Свободна, передана;20164.69;9;6;213.0;2023.04.16
1057;020-0719;Свободна, передана;5149.6;2;7;40.0;2023.04.16
1058;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.04.16
1059;019-0429;Свободна, передана;11410.0;11;7;115.0;2023.04.16
1060;020-0155;Свободна, не передана;16484.0;8;5;10.0;2023.04.16
1061;019-0428;Свободна, передана;9067.1;12;4;58.0;2023.04.16
1062;020-0684;Занята;2488.6;1;2;;2023.04.16
1063;019-0467;Свободна, передана;11215.0;10;8;15.0;2023.04.16
1064;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.04.16
1066;019-0481;Свободна, передана;15226.0;13;9;223.0;2023.04.16
1067;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.04.16
1068;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.04.16
1070;019-0477;Свободна, передана;3592.7;16;12;60.0;2023.04.16
1071;019-0474;Свободна, передана;11561.12;17;13;146.0;2023.04.16
1072;019-0475;Свободна, передана;12032.12;18;14;312.0;2023.04.16
1073;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.04.16
1074;019-0483;Свободна, передана;16366.63;19;11;458.0;2023.04.16
1075;019-0469;Свободна, передана;9411.0;20;1;195.0;2023.04.16
1076;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.04.16
1077;020-0151;Занята;4080.0;21;15;;2023.04.16
1078;019-0480;Свободна, передана;14919.0;10;8;475.0;2023.04.16
1079;019-0431;Свободна, передана;19433.4;22;16;270.0;2023.04.16
1080;019-0430;Свободна, не передана;16094.4;23;15;;2023.04.16
1081;019-0463;Свободна, передана;5245.4;24;12;18.0;2023.04.16
1082;020-0710;Свободна, передана;8067.83;8;5;147.0;2023.04.16
1083;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.04.16
1085;019-0471;Свободна, передана;11500.0;20;8;290.0;2023.04.16
1086;019-0675;Свободна, передана;8844.0;33;22;143.0;2023.04.16
1087;020-0712;Свободна, передана;6671.21;8;5;50.0;2023.04.16
1088;020-0709;Свободна, не передана;6848.84;27;1;81.0;2023.04.16
1089;021-0050;;;0;0;;2023.04.16
1090;020-0683;Свободна, не передана;7515.86;27;1;35.0;2023.04.16
1091;021-0049;;;0;0;;2023.04.16
1092;021-0781;Свободна, не передана;8226.4;2;0;;2023.04.16
1093;021-0048;Свободна, не передана;10320.0;6;0;;2023.04.16
1095;020-0711;Свободна, передана;7265.0;28;19;36.0;2023.04.16
1096;019-0594;Занята;17488.0;1;2;;2023.04.16
1097;020-0156;Занята;13288.0;21;15;;2023.04.16
1098;020-0149;Свободна, передана;2812.0;8;5;122.0;2023.04.16
1099;019-0676;Свободна, не передана;6291.0;29;20;191.0;2023.04.16
1100;020-0779;Свободна, передана;2992.5;33;22;5.0;2023.04.16
1101;019-0674;Занята;9030.0;6;0;;2023.04.16
1103;019-0589;Занята;3751.1;1;2;;2023.04.16
1105;020-0157;Занята;7243.9;30;7;23.0;2023.04.16
1106;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.04.16
1107;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.04.16
1109;017-0527;Занята;14784.0;8;5;;2023.04.16
1110;017-0520;Свободна, не передана;6367.0;8;5;;2023.04.16
1113;021-0548;Занята;4037.0;32;0;;2023.04.16
1012;022-0043;;;0;0;;2023.04.17
1014;023-0091;;17000.0;0;0;;2023.04.17
1015;022-0629;;;0;1;;2023.04.17
1016;022-0170;Свободна, передана;16402.54;1;2;468.0;2023.04.17
1018;021-0549;Занята;;0;0;;2023.04.17
1019;022-0526;Занята;18100.0;0;0;;2023.04.17
1020;022-0520;Свободна, не передана;27225.0;0;0;;2023.04.17
1021;022-0519;Свободна, не передана;8307.0;6;0;;2023.04.17
1022;022-0515;Занята;5500.0;0;0;;2023.04.17
1024;022-0513;Свободна, не передана;6892.0;0;0;;2023.04.17
1025;022-0527;Не передана;9850.0;34;23;;2023.04.17
1026;022-0522;Не передана;13260.0;0;0;;2023.04.17
1027;022-0518;Занята;6000.0;0;0;;2023.04.17
1028;022-0631;;;0;2;;2023.04.17
1029;023-0092;;4000.0;0;0;;2023.04.17
1030;021-0550;Занята;1977.5;2;0;;2023.04.17
1031;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.04.17
1032;022-0592;;3956.0;3;0;;2023.04.17
1033;022-0525;Не передана;9900.0;0;0;;2023.04.17
1034;023-0135;;;0;0;;2023.04.17
1035;022-0707;;;0;0;;2023.04.17
1036;022-0630;;;0;0;;2023.04.17
1037;022-0523;;27225.0;0;0;;2023.04.17
1039;023-0093;Не передана;17000.0;0;0;;2023.04.17
1040;023-0089;Не передана;7500.0;0;0;;2023.04.17
1041;022-0524;Занята;6800.0;0;0;;2023.04.17
1042;022-0528;Занята;12225.0;0;0;;2023.04.17
1043;023-0090;;4000.0;0;0;;2023.04.17
1044;022-0354;Занята;20271.0;0;0;;2023.04.17
1045;022-0176;Не передана;17000.0;4;0;;2023.04.17
1047;022-0172;Свободна, передана;;5;3;;2023.04.17
1048;020-0776;Свободна, не передана;3328.02;6;0;;2023.04.17
1049;022-0171;Свободна, передана;6671.21;1;2;116.0;2023.04.17
1050;022-0517;Занята;7000.0;0;0;;2023.04.17
1053;019-0668;Свободна, передана;2766.4;7;4;77.0;2023.04.17
1054;019-0464;Свободна, передана;11837.18;8;5;80.0;2023.04.17
1056;020-0720;Свободна, передана;20164.69;9;6;195.0;2023.04.17
1057;020-0719;Свободна, передана;5149.6;2;7;42.0;2023.04.17
1058;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.04.17
1059;019-0429;Свободна, передана;11410.0;11;7;98.0;2023.04.17
1060;020-0155;Свободна, не передана;16484.0;8;5;10.0;2023.04.17
1061;019-0428;Свободна, передана;9067.1;12;4;58.0;2023.04.17
1062;020-0684;Занята;2488.6;1;2;;2023.04.17
1063;019-0467;Свободна, передана;11215.0;10;8;15.0;2023.04.17
1064;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.04.17
1066;019-0481;Свободна, передана;15226.0;13;9;233.0;2023.04.17
1067;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.04.17
1068;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.04.17
1070;019-0477;Свободна, передана;3592.7;16;12;48.0;2023.04.17
1071;019-0474;Свободна, передана;11561.12;17;13;146.0;2023.04.17
1072;019-0475;Свободна, передана;12032.12;18;14;280.0;2023.04.17
1073;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.04.17
1074;019-0483;Свободна, передана;16366.63;19;11;285.0;2023.04.17
1075;019-0469;Свободна, передана;9411.0;20;1;161.0;2023.04.17
1076;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.04.17
1077;020-0151;Занята;4080.0;21;15;;2023.04.17
1078;019-0480;Свободна, передана;14919.0;10;8;470.0;2023.04.17
1079;019-0431;Свободна, передана;19433.4;22;16;265.0;2023.04.17
1080;019-0430;Свободна, не передана;16094.4;23;15;;2023.04.17
1081;019-0463;Свободна, передана;5245.4;24;12;18.0;2023.04.17
1082;020-0710;Свободна, передана;8067.83;8;5;148.0;2023.04.17
1083;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.04.17
1085;019-0471;Свободна, передана;11500.0;20;8;290.0;2023.04.17
1086;019-0675;Свободна, передана;8844.0;33;22;142.0;2023.04.17
1087;020-0712;Свободна, передана;6671.21;8;5;51.0;2023.04.17
1088;020-0709;Свободна, не передана;6848.84;27;1;81.0;2023.04.17
1089;021-0050;;;0;0;;2023.04.17
1090;020-0683;Свободна, не передана;7515.86;27;1;34.0;2023.04.17
1091;021-0049;;;0;0;;2023.04.17
1092;021-0781;Свободна, не передана;8226.4;2;0;;2023.04.17
1093;021-0048;Свободна, не передана;10320.0;6;0;;2023.04.17
1095;020-0711;Свободна, передана;7265.0;28;19;35.0;2023.04.17
1096;019-0594;Занята;17488.0;1;2;;2023.04.17
1097;020-0156;Занята;13288.0;21;15;;2023.04.17
1098;020-0149;Свободна, передана;2812.0;8;5;122.0;2023.04.17
1099;019-0676;Свободна, не передана;6291.0;29;20;191.0;2023.04.17
1100;020-0779;Свободна, передана;2992.5;33;22;5.0;2023.04.17
1101;019-0674;Занята;9030.0;6;0;;2023.04.17
1103;019-0589;Занята;3751.1;1;2;;2023.04.17
1105;020-0157;Занята;7243.9;30;7;23.0;2023.04.17
1106;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.04.17
1107;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.04.17
1109;017-0527;Занята;14784.0;8;5;;2023.04.17
1110;017-0520;Свободна, не передана;6367.0;8;5;;2023.04.17
1113;021-0548;Занята;4037.0;32;0;;2023.04.17
1017;022-0043;;;0;0;;2023.04.18
1019;023-0091;;17000.0;0;0;;2023.04.18
1020;022-0629;;;0;1;;2023.04.18
1021;022-0170;Свободна, передана;16402.54;1;2;468.0;2023.04.18
1023;021-0549;Занята;;0;0;;2023.04.18
1024;022-0526;Занята;18100.0;0;0;;2023.04.18
1025;022-0520;Свободна, не передана;27225.0;0;0;;2023.04.18
1026;022-0519;Свободна, не передана;8307.0;6;0;;2023.04.18
1027;022-0515;Занята;5500.0;0;0;;2023.04.18
1029;022-0513;Свободна, не передана;6892.0;0;0;;2023.04.18
1030;022-0527;Не передана;9850.0;34;23;;2023.04.18
1031;022-0522;Не передана;13260.0;0;0;;2023.04.18
1032;022-0518;Занята;6000.0;0;0;;2023.04.18
1033;022-0631;;;0;2;;2023.04.18
1034;023-0092;;4000.0;0;0;;2023.04.18
1035;021-0550;Занята;1977.5;2;0;;2023.04.18
1036;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.04.18
1037;022-0592;;3956.0;3;0;;2023.04.18
1038;022-0525;Не передана;9900.0;0;0;;2023.04.18
1039;023-0135;;;0;0;;2023.04.18
1040;022-0707;;;0;0;;2023.04.18
1041;022-0630;;;0;0;;2023.04.18
1042;022-0523;;27225.0;0;0;;2023.04.18
1044;023-0093;Не передана;17000.0;0;0;;2023.04.18
1045;023-0089;Не передана;7500.0;0;0;;2023.04.18
